density,speed,rain,flow,congestion
0.5924145688620425,0.9367299887367345,0.4196000624277899,0.969302535619099,0.638000037914109
0.12203823484477883,0.09310276780589921,0.49161587511683236,0.45565675278571294,0.3775965986303774
0.2587799816000169,0.3390297910487007,0.39850473439737344,0.46369840493998216,0.3598071189892434
0.388677289689482,0.5487337893665861,0.3881699262065219,0.6134151959357899,0.4392521931870627
0.11005192452767676,0.9132405525564713,0.49442030470258147,0.6220867002278735,0.27172271657975117
0.45606998421703593,0.6451727904094499,0.9548652806631941,0.5277011090862999,0.5679289070481165
0.7851759613930136,0.17436642900499144,0.7378969166957685,0.9929647961193003,1.0
0.3663618432936917,0.22649577519793795,0.27993389694594284,0.8911431136980711,0.6007313546301428
0.770967179954561,0.015456616528867428,0.34080354025301784,0.6181282404578958,0.7120846141590237
0.4401524937396013,0.24185229090045168,0.09783416065100148,0.8902637838909163,0.5807629260183098
0.49379559636439074,0.9283185625877254,0.9307573256035647,0.3581627180328405,0.43230363014912854
0.18657005888603584,0.7024840839871093,0.32866454536991596,0.43747492202372906,0.21970570166493553
0.5200680211778108,0.8971102599525771,0.04530400977204452,0.07773463696498484,0.056374319250511624
0.42754101835854963,0.9666548190436696,0.42899402737501835,0.6715731955927996,0.4071806220001477
0.808120379564417,0.5183296523637367,0.5734378881232861,0.014544665667881929,0.35960237428130704
0.9488855372533332,0.877339353380981,0.11607264050691624,0.6275580800840634,0.5480476736402047
0.363629602379294,0.2865412521282844,0.7062422271564962,0.12804583895777244,0.34211528416291076
0.6364104112637804,0.38509772860192526,0.9025529066795667,0.8521815003185401,0.8547746684057581
0.8287375091519293,0.6519612595026005,0.45825289049151663,0.9327284833540133,0.8068892787467649
0.3109823217156622,0.1952429877980445,0.7350710438038858,0.7689874151805105,0.6527682349434035
0.05147875124998935,0.6228904758190003,0.37625958553091576,0.19228901880867078,0.08702079585397039
0.8948273504276488,0.8985541885270792,0.1629344270814297,0.8137950197069487,0.6362058953277228
0.15599452033620265,0.2420552715115004,0.9758520794625346,0.49262510429085915,0.5147953274878871
0.5612771975694962,0.3701587002554444,0.7764129607419968,0.6717006844058567,0.6944173421587476
0.16122128725400442,0.9900538501042633,0.9500619670508049,0.21296416150891073,0.2235918184242522
0.18485445552552704,0.7798755458576239,0.6258599157142364,0.9862107444796029,0.5364217047990629
0.8083973481164611,0.659984046034179,0.040728802318970136,0.901158010490989,0.6589866702205455
0.8631034258755935,0.7948113035416484,0.11816482762165625,0.8129010091300776,0.6301443879884534
0.07404465173409036,0.3930977246667604,0.023271935735825866,0.27340707193070624,0.0797233717590905
0.9656320330745594,0.2579416277151556,0.04600264202175275,0.5843143119231002,0.6435717278781037
0.6334037565104235,0.8773730719279554,0.6318372121697993,0.350587558806597,0.4109236610623157
0.8661761457749352,0.7616196153287176,0.32295647294124596,0.46866064199412627,0.5073111642546986
0.9093204020787821,0.6331014572732679,0.43385164923797304,0.1881211597237613,0.4282970818835312
0.7722447692966574,0.6576128923003434,0.10077800137742665,0.5941307153521351,0.4939213482796456
0.02541912674409519,0.9636199770892528,0.7508710677914974,0.5203077009037933,0.2524961193453712
0.8074401551640625,0.8093611554785136,0.7915790437258485,0.5139894891598108,0.6305021913476012
0.06355835028602363,0.4925176938188639,0.877472013527053,0.5554317056026274,0.4211500400596862
0.9429097039125192,0.578280140996174,0.08410680611499743,0.6334008543167258,0.6035223248304696
0.32320293202075523,0.035942273796742086,0.70096913145912,0.24014561877819307,0.4321912107527569
0.4722149251619493,0.17711067940704894,0.806834739267264,0.12915941515149498,0.4354604966553828
0.6011150117432088,0.23763754399239967,0.7951861947687037,0.05630327568183735,0.43010535706203207
0.21233911067827616,0.5357746840747585,0.9626484146779251,0.5833687650971596,0.5138157912611959
0.5393422419156507,0.29359184426449336,0.75237452943768,0.34825546702330035,0.530764766202795
0.4271077886262563,0.5015162946871996,0.5495288823237355,0.9495206236576421,0.6767012046484483
0.5986584841970366,0.489452760277563,0.6374299014982066,0.906354385094736,0.7665896038226535
0.5247564316322378,0.18651851039985423,0.17329432007084578,0.8685991281894603,0.6441355712855243
0.6842330265121569,0.5296505783560065,0.4741738290873252,0.9504114840765587,0.7761449510613394
0.005522117123602399,0.09367476782809248,0.0944429607559284,0.9699143978146032,0.4354987459560769
0.5187906217433661,0.46559801813246016,0.07276300636419353,0.07586332810866392,0.15510209500923
0.05808361216819946,0.6721355474058786,0.5163003483011953,0.011353644767419069,0.040057691912074554
0.9296976523425731,0.14008401523652403,0.9506071469375561,0.13637147558676976,0.6599547385784328
0.03142918568673425,0.2944488920695857,0.10312386883593261,0.5201635011119934,0.21341868948434062
0.7319939418114051,0.1448948720912231,0.5406351216101065,0.4242220092469763,0.6208628146576323
0.3567533266935893,0.22426930946055978,0.5456167893159349,0.8660638895004084,0.6603318907141812
0.5978999788110851,0.6064290596595899,0.07056874740042984,0.6847311725538793,0.4658111793174413
0.8180147659224931,0.7982951789667752,0.441530501373377,0.14707348092903794,0.3377997979409073
0.9695846277645586,0.6420316461542878,0.5031362585800877,0.6981617140197451,0.7579778583488977
0.8714605901877177,0.7407686177542044,0.44844552197831977,0.5899176868546331,0.6167451802416128
0.31171107608941095,0.7259556788702394,0.6350936508676438,0.5836561118508721,0.42354170632340066
0.9717820827209607,0.5908332605690108,0.08134878064189976,0.15190269351229435,0.34023029889786943
0.2713490317738959,0.6918951976926933,0.6432882184423532,0.4182430362906189,0.33824776800493966
0.5026790232288615,0.21582102749684318,0.7533781852589416,0.17231987120162984,0.4449143935182908
0.11586905952512971,0.6311386259972629,0.28185477477339993,0.8647223762550532,0.3818441301665559
0.32533033076326434,0.16080805141749865,0.575474177875879,0.72571950838836,0.6007855856512856
0.713244787222995,0.9539285770025874,0.4126176769114265,0.60617463445088,0.4998215786043457
0.4951769101112702,0.8972157579533268,0.4734717707805657,0.6201325978015367,0.4396709973750012
0.045227288910538066,0.005061583846218687,0.9402302414249576,0.949799913291924,0.7065959061447983
0.1195942459383017,0.9404585843529143,0.9905051420006733,0.9540510272587224,0.5593214344883077
0.5467102793432796,0.8870864242651173,0.3746126146264712,0.9743948076661665,0.6157518831961585
0.8872127425763265,0.6454722959071678,0.7506147516408583,0.4505441353100935,0.6529930787424969
0.7555511385430487,0.696029796674973,0.01083765148029836,0.028782676313338973,0.14990416586733907
0.22793516254194168,0.5113423988609378,0.057558760016644284,0.8623637087467452,0.3961846468345277
0.13949386065204183,0.016587828927856152,0.7145959227000623,0.969878826707639,0.695141809085338
0.1959828624191452,0.6635017691080558,0.5857755812734633,0.822537242923169,0.48081801992853673
0.2848404943774676,0.12706051265188478,0.8127995672575026,0.8967884099060118,0.7372026301349722
0.5107473025775657,0.795792669436101,0.11706701642760586,0.25824438829895835,0.18546179970088605
0.09767211400638387,0.5552008115994623,0.7036578593800237,0.2809631895922303,0.2517856202454344
0.9624472949421112,0.03050024993904943,0.08483771408519192,0.13882717264941014,0.4501673145420239
0.9507143064099162,0.23956189066697242,0.531354631568148,0.558404249735805,0.7647729504106131
0.9394989415641891,0.16162871409461377,0.658693631618945,0.30952761628632774,0.673052322683254
0.417411003148779,0.8900053418175663,0.14299168205283586,0.4591357562382613,0.23389303531980857
0.5085706911647028,0.31692200515627766,0.8264574661077416,0.5609379715353863,0.6408195213130342
0.10789142699330445,0.8530094554673601,0.7545428740846823,0.7723183917356393,0.42441873053006235
0.8036720768991145,0.697015740995268,0.29321077169806453,0.3922440450997323,0.4447350315969253
0.6375574713552131,0.02431596643145384,0.17743954377972282,0.24734810174319766,0.4119349399016274
0.7068573438476171,0.26520236768172545,0.07118864846022899,0.8383287047111379,0.6696592503705033
0.8960912999234932,0.8101133946791808,0.7896181427945539,0.7836530127411431,0.8177128216876898
0.27864646423661144,0.085347464993768,0.08350071669866876,0.04086861626647886,0.1349286055862325
0.6118528947223795,0.6775643618422824,0.5492266647061205,0.012154474689816341,0.2470243544419578
0.1987156815341724,0.5683086033354716,0.018221825651549728,0.3808908566310215,0.13914139797407804
0.41038292303562973,0.936154774160781,0.3892016787341631,0.13401522845064073,0.13315766170575422
0.18182496720710062,0.0902897700544083,0.8359801205122058,0.9621725484745419,0.7314464813908824
0.7607850486168974,0.9148643902204485,0.37201808579278317,0.22864280550346272,0.315181653941814
0.3143559810763267,0.8511366715168569,0.5052523724478571,0.5519068387744855,0.34588866303790383
